Key,Desc,English,Russian,Spanish,Chinese (Simplified),Belarusian,French,German,Italian,Japanese,Korean,,Turkish,Ukrainian
15_W_OldMan_bunner,,"You follow the old man and suddenly the forest is not so dark and scary, you see a bird on a branch","Вы следуете за стариком и внезапно лес оказывается не таким темным и страшным, вы видите на ветке птичку","Sigues al anciano y, de repente, el bosque deja de parecer tan oscuro y aterrador. Ves un pajarito posado en una rama",,,,,,,,,,
15_W_OldMan_cardLeft,,To touch her,Протянуть к ней руку,Extender la mano hacia ella,,,,,,,,,,
15_W_OldMan_cardLeft_REV,,"Suddenly, a bird pecks your finger, drawing blood!!!
Old man advises you to stick your nose in there","Внезапно птица клюет вас за палец до крови!!!

Старик, смеясь советует в следующий раз подставить ей нос","De repente, el pájaro te pica el dedo hasta hacerlo sangrar.
El anciano, riendo, sugiere que la próxima vez le pongas el dedo en la nariz",,,,,,,,,,
15_W_OldMan_cardRight,,Do not touch the forest creatures,Не трогать лесных существ,No tocar a los seres del bosque,,,,,,,,,,
15_W_OldMan_cardRight_REV,,"Remembering the rumors about this forest, you pull your hand away and walk past",Вспоминая слухи про этот лес вы отдергиваете руку и проходите мимо,"Recordando los rumores sobre este bosque, retiras la mano rápidamente y sigues adelante sin detenerte",,,,,,,,,,
16_Camp_Young_War_bunner,,"The night is coming, who will go on patrol?","Наступает ночь, кто пойдет в дозор?","Llega la noche, ¿quién irá a la vigilancia?",,,,,,,,,,
16_Camp_Young_War_cardLeft,,Go by myself,Пойти самому,Ir tú mismo,,,,,,,,,,
16_Camp_Young_War_cardLeft_REV,,You look at the youngsters with disbelief and decide to join the patrol yourself,Вы с недоверием смотрите на молодняк и решаете сами заступить в дозор,Miras con desconfianza a los más jóvenes y decides tomar el turno de vigilancia tú mismo,,,,,,,,,,
16_Camp_Young_War_cardRight,,To put young guards,Поставить молодых стражников,Poner a los jóvenes guardias de turno,,,,,,,,,,
16_Camp_Young_War_cardRight_REV,,"You need to get a good night's sleep, and you leave the watch to the young people.","Вам нужно хорошенько выспаться, а дозор оставляете на молодежь","Necesitas descansar bien, así que dejas la vigilancia a los jóvenes",,,,,,,,,,
16_Camp_Old_War_bunner,,"Night is coming, who will you put on watch?","Наступает ночь, кого поставите в дозор?","Llega la noche, ¿a quién pondrás de guardia?",,,,,,,,,,
16_Camp_Old_War_win_1,,"Whether the old man can handle the patrol, you will find out in the next version of the game. But you can try other story lines","Справится ли старик с дозором, вы узнаете в следующей версии игры. Но вы можете попробовать другие сюжетные ветки",¿Podrá el anciano encargarse de la vigilancia? Lo descubrirás en la próxima versión del juego. Pero puedes probar otras ramas de la historia,,,,,,,,,,
16_Camp_Old_War_cardLeft,,Put a young man on patrol,Поставить в дозор молодого,Poner al joven en la vigilancia,,,,,,,,,,
16_Camp_Old_War_cardLeft_REV,,You decide that good eyesight is more important than experience,"Вы решаете, что хорошее зрение важнее опыта",Decides que una buena vista es más importante que la experiencia,,,,,,,,,,
16_Camp_Old_War_cardRight,,Put a seasoned man on patrol,Поставить в дозор бывалого ,Poner al veterano en la vigilancia,,,,,,,,,,
16_Camp_Old_War_cardRight_REV,,An experienced warrior knows these places like his 4 fingers,Опытный воин знает эти места как свои 4 пальца,El guerrero experimentado conoce estos lugares como la palma de su mano,,,,,,,,,,
16_Torch_bunner,,"You're walking through a swamp and it's getting even darker, maybe you should light torches?","Вы идете через болото и становится еще темнее, может стоит зажечь факелы?",Caminas a través del pantano y se vuelve aún más oscuro. Tal vez sea mejor encender las antorchas,,,,,,,,,,
16_Torch_cardLeft,,Light the torches,Зажечь факелы,Encender las antorchas,,,,,,,,,,
16_Torch_cardLeft_REV,,Lights attract insects and they bite you hard,"Огни привлекают насекомых, и они сильно покусали вас","Las llamas atraen a los insectos, y te pican con fuerza",,,,,,,,,,
16_Torch_cardRight,,To go on in spite of the darkness,Продолжить путь не взирая на темноту,Continuar el camino a pesar de la oscuridad,,,,,,,,,,
16_Torch_cardRight_REV,,You decide not to attract attention and move in the dark,Вы решаете не привлекать внимание и двигаться в темноте,Decides no llamar la atención y avanzar en la oscuridad,,,,,,,,,,
16_Camping_W_OldMan_bunner,,"The old man offers to make a stop, says that as long as he is with you, you are safe","Старик предлагает устроить привал, говорит что пока он с вами вы в безопасности","El anciano sugiere hacer una pausa y dice que mientras esté contigo, estarás a salvo",,,,,,,,,,
16_Camping_W_OldMan_cardLeft,,Order the guards to set up camp,Скомандовать страже разбить лагерь,Ordenar a la guardia que monte el campamento,,,,,,,,,,
16_Camping_W_OldMan_cardLeft_REV,,The guards are setting up camp,Стража разбивает лагерь,La guardia monta el campamento,,,,,,,,,,
16_Camping_W_OldMan_cardRight,,"There's no time to wait, we have to save the princess","Нет времени ждать, надо спасать принцессу","No hay tiempo que perder, hay que rescatar a la princesa",,,,,,,,,,
16_Camping_W_OldMan_cardRight_REV,,You can't afford to sleep while a princess is sad somewhere,"Вы не можете позволить себе спать, пока где - то грустит одна принцесса",No puedes permitirte dormir mientras una princesa está triste en alguna parte,,,,,,,,,,
17_Insects_bunner,,Should I try to scare away the insects with torches or put them out?,Попытаться отпугнуть насекомых факелами или потушить их?,¿Intentar ahuyentar a los insectos con las antorchas o apagarlas?,,,,,,,,,,
17_Insects_cardLeft,,Swat away insects with burning torches,Размахивать зажженными факелами,Agitar las antorchas encendidas para ahuyentar a los insectos,,,,,,,,,,
17_Insects_cardLeft_REV,,You started waving torches furiously and accidentally singed all the horses' tails.,Вы начали неистово махать факелами и случайно подпалили всем лошадям хвосты,"Comienzas a agitar frenéticamente las antorchas, y accidentalmente prendes fuego a las colas de todos los caballos",,,,,,,,,,
17_Insects_cardRight,,Extinguish the torches,Погасить факелы,Apagar las antorchas,,,,,,,,,,
17_Insects_cardRight_REV,,"The insects know your location, and you're defenseless now
The forest mosquitoes devoured you off","Насекомые уже знают где вы и теперь у вас нет оружия против них

Вас загрызли до смерти лесные комары","Los insectos ya saben dónde estás y ahora no tienes armas contra ellos.
Te devoran hasta la muerte los mosquitos del bosque",,,,,,,,,,
17_StrangeFruits_bunner,,"Along the way, you encounter bushes with strange fruits that look appetizing","По пути вам встречаются кусты со странными плодами, выглядят аппетитно","En el camino, te encuentras con arbustos que tienen frutos extraños, que parecen apetitosos",,,,,,,,,,
17_StrangeFruits_cardLeft,,Eat one,Съесть один,Comer uno de ellos,,,,,,,,,,
17_StrangeFruits_cardLeft_REV,,"Because of the darkness, you didn't notice, but the fruit screamed ""Don't eat me!""","Из-за темноты вы не заметили но, плод всем своим видом кричал ""Не ешь меня!""","Debido a la oscuridad, no te diste cuenta, pero el fruto, con su apariencia, gritaba ""¡No me comas!""",,,,,,,,,,
17_StrangeFruits_cardRight,,Put it in your pocket as a reserve,Положить в карман про запас,Guardar el fruto en el bolsillo para más tarde,,,,,,,,,,
17_StrangeFruits_cardRight_REV,,"You pluck a strange fruit from a branch and put it in your pocket, ""It might come in handy""","Вы срываете странный плод с ветки и кладете себе в карман ""Вдруг пригодится""","Arrancas el extraño fruto de la rama y lo guardas en el bolsillo, pensando ""Quizás sea útil más tarde""",,,,,,,,,,
17_YoungWatchmen_bunner,,In the middle of the night you wake up from heavy snoring,Среди ночи вы просыпаетесь от сильного храпа,"A mitad de la noche, te despiertas por el fuerte ronquido",,,,,,,,,,
17_YoungWatchmen_cardLeft,,Open your eyes,Открыть глаза,Abrir los ojos,,,,,,,,,,
17_YoungWatchmen_cardLeft_REV,,"Do you see the guards sleeping                                                                                               
Shout loudly at them and your blood pressure rises","Вы видите спящих стражников                                                                                               
Громко кричите на них и у вас поднимается давление","Ves a los guardias dormidos.
Gritas fuertemente hacia ellos y tu presión arterial sube",,,,,,,,,,
17_YoungWatchmen_cardRight,,Sleep on,Спать дальше,Seguir durmiendo,,,,,,,,,,
17_YoungWatchmen_cardRight_REV,,"You try to fall asleep - and you do

In the morning, you find the guards asleep and the horses gone","Вы стараетесь уснуть и у вас получается 

Поутру вы обнаружили спящих стражников и отсутствие лошадей","Intentas volver a dormir y lo logras.

Por la mañana, descubres a los guardias aún dormidos… y que los caballos han desaparecido",,,,,,,,,,
17_YoungWatchmen_2_bunner,,"In the middle of the night, a young warrior wakes you up and tells you that he hears a woman singing in the forest","Посреди ночи вас разбудил молодой воин, и рассказывает, что слышит женское пение в лесу","En medio de la noche, un joven guerrero te despierta y te dice que escucha un canto femenino en el bosque",,,,,,,,,,
17_YoungWatchmen_2_win_1,,You will learn about further adventures from the full version of the game. But you can try other story lines,О дальнейших приключениях вы узнаете из полной версии игры. Но вы можете попробовать другие сюжетные ветки,"Sobre las próximas aventuras, lo descubrirás en la versión completa del juego. Pero puedes probar otras ramas de la historia",,,,,,,,,,
17_YoungWatchmen_2_win_2,,"And whether the young warrior believed you or not, you will find out from the full version of the game. But you can try other story lines",А поверил ли вам молодой воин или нет вы узнаете из полной версии игры. Но вы можете попробовать другие сюжетные ветки,"Si el joven guerrero te creyó o no, lo descubrirás en la versión completa del juego. Pero puedes probar otras ramas de la historia",,,,,,,,,,
17_YoungWatchmen_2_cardLeft,,Invite him to go look at the clearing,Предложить ему пойти посмотреть на поляне,Sugerirle ir a ver el claro,,,,,,,,,,
17_YoungWatchmen_2_cardLeft_REV,,"Warrior left and did not return 
There's no one in the clearing, it looks like he was dragged away by forest spirits","Стражник ушел и долго не возвращался

На поляне никого, похоже его утащили лесные духи - Лесавки","El guardia se fue y tardó demasiado en regresar.

En el claro no hay nadie… parece que los espíritus del bosque, los Lesavki, se lo llevaron",,,,,,,,,,
17_YoungWatchmen_2_cardRight,,Convince him that he imagined it,"Убедить его в том, что это ему почудилось",Convencerlo de que solo fue su imaginación,,,,,,,,,,
17_YoungWatchmen_2_cardRight_REV,,You convince the guard that these are wild animals and the wind in the leaves,Вы убеждаете стражника что это дикие звери и ветер в листве,Convences al guardia de que solo son animales salvajes y el viento entre las hojas,,,,,,,,,,
17_SelfWAtch_bunner,,"In the middle of the night, you hear melodious female singing",Посреди ночи вы слышите мелодичное женское пение,"En medio de la noche, escuchas un canto femenino y melodioso",,,,,,,,,,
17_SelfWAtch_cardLeft,,Check out what's in there,Проверить что там такое,Ir a ver de qué se trata,,,,,,,,,,
17_SelfWAtch_cardLeft_REV,,You follow the sound and come out into a small clearing,Вы идете на звук и выходите на небольшую поляну,Sigues el sonido y llegas a un pequeño claro,,,,,,,,,,
17_SelfWAtch_cardRight,,Don't pay attention,Не обращать внимания,No prestar atención,,,,,,,,,,
17_SelfWAtch_cardRight_REV,,"There are a lot of spirits in the forest that can distract travelers, and you decide not to give in","В лесу много всяких духов, которые могут отвлечь путников, и вы решаете не поддаваться","El bosque está lleno de espíritus que intentan distraer a los viajeros, así que decides no caer en su trampa",,,,,,,,,,
17_OldMan_NightCamp_bunner,,"The night was uneventful, you slept well, it remains to have breakfast and you can move on","Ночь прошла без приключений, вы отлично выспались, осталось позавтракать и можно отправляться дальше","La noche transcurrió sin incidentes, descansaste bien. Solo queda desayunar y seguir adelante",,,,,,,,,,
17_OldMan_NightCamp_cardLeft,,Prepare breakfast on your own,Приготовить самому по быстренькому,Preparar algo rápido por tu cuenta,,,,,,,,,,
17_OldMan_NightCamp_cardLeft_REV,,"It turned out that you're not much of a cook, and everyone has indigestion","Оказалось, что кулинар вы так себе и у всех случилось несварение ","Resultó que no eres el mejor cocinero, y todos terminaron con indigestión",,,,,,,,,,
17_OldMan_NightCamp_cardRight,,Let the old man cook breakfast,Позволить приготовить завтрак старику,Dejar que el anciano prepare el desayuno,,,,,,,,,,
17_OldMan_NightCamp_cardRight_REV,,The breakfast was very tasty and gave you strength and energy,Завтрак был очень вкусным и придал вам сил и энергии,El desayuno fue delicioso y te llenó de fuerza y energía,,,,,,,,,,
17_OldMan_Pay_bunner,,"You reach the edge of the forest without any trouble.
It's time to pay the guide","Вы без приключений достигаете края леса.
Настало время расплатиться с проводником","Llegas al borde del bosque sin ningún problema.
Es hora de pagar al guía",,,,,,,,,,
17_OldMan_Pay_cardLeft,,Pay,Заплатить,Pagar,,,,,,,,,,
17_OldMan_Pay_cardLeft_REV,,You pay the agreed amount,Вы платите оговоренную сумму ,Pagas la cantidad acordada,,,,,,,,,,
17_OldMan_Pay_cardRight,,Tell him to go to hell,Послать к чертям,Mandarlo al diablo,,,,,,,,,,
17_OldMan_Pay_cardRight_REV,,The old man was very displeased and turned one of the guards into a tree and disappeared cursing you,"Старик оказался очень недоволен, превратил одного из стражников в дерево и исчез, проклиная вас","El anciano, muy disgustado, convirtió a uno de los guardias en un árbol y desapareció, maldiciéndote",,,,,,,,,,
18_CrazyHorses_bunner,,"The horses went mad with fear and ran at great speed, and in a matter of minutes you flew to the end of the forest.","Кони обезумели от страха и побежали с огромной скоростью, и в считанные минуты вы пролетели до конца леса","Los caballos enloquecieron de miedo y salieron disparados a toda velocidad. En cuestión de minutos, atravesaste el bosque de un salto",,,,,,,,,,
18_CrazyHorses_win_1,,But you will learn about how the horses rested from the full version of the game. But you can try other story lines,А вот о том как отдохнули кони вы узнаете из полной версии игры. Но вы можете попробовать другие сюжетные ветки,"Y sobre cómo descansaron los caballos, lo descubrirás en la versión completa del juego. Pero puedes probar otras ramas de la historia",,,,,,,,,,
18_CrazyHorses_win_2,,You will learn about how hard the journey was on your own two feet from the full version of the game. But you can try other story lines,О том как тяжел был путь на своих двоих вы узнаете из полной версии игры. Но вы можете попробовать другие сюжетные ветки,"Sobre lo difícil que fue el viaje a pie, lo descubrirás en la versión completa del juego. Pero puedes probar otras ramas de la historia",,,,,,,,,,
18_CrazyHorses_cardLeft,,Let the horses rest,Дать коням отдохнуть,Dejar que los caballos descansen,,,,,,,,,,
18_CrazyHorses_cardLeft_REV,,You're camping until dawn,Вы устраиваете привал до рассвета,Haces una pausa hasta el amanecer,,,,,,,,,,
18_CrazyHorses_cardRight,,Moving on,Двигаться дальше,Seguir adelante,,,,,,,,,,
18_CrazyHorses_cardRight_REV,,"Horses drop dead from stress and exertion, then you walk","Кони падают замертво от стресса и нагрузки, далее вы идете пешком ","Los caballos caen muertos por el estrés y el esfuerzo. A partir de ahora, continúas a pie
",,,,,,,,,,
18_Shalash_bunner,,"Is there a small hut ahead, should we stop for a rest?","Впереди небольшой шалаш, остановиться на отдых? ",Hay una pequeña choza más adelante. ¿Detenerse a descansar?,,,,,,,,,,
18_Shalash_cardLeft,,Moving on,Двигаться дальше,Seguir adelante,,,,,,,,,,
18_Shalash_cardLeft_REV,,"The horses are already pretty tired, and they can barely drag themselves along","Кони уже довольно сильно устали, и еле плетутся",Los caballos están agotados y apenas pueden seguir avanzando,,,,,,,,,,
18_Shalash_cardRight,,Wait until dawn,Переждать до рассвета,Esperar hasta el amanecer,,,,,,,,,,
18_Shalash_cardRight_REV,,You stay to rest in the hut until dawn,Вы остаетесь на отдых в шалаше до рассвета ,Te quedas a descansar en la choza hasta el amanecer,,,,,,,,,,
18_Breakfast_bunner,,"Morning comes, you need to have breakfast and hit the road, who will cook breakfast?","Наступает утро, нужно позавтракать и отправиться в путь, кто приготовит завтрак?","Amanece, es hora de desayunar y seguir el camino. ¿Quién preparará el desayuno?",,,,,,,,,,
18_Breakfast_win_1,,But you will find out whether our hero will learn how to cook in the full version of the game. But you can try other story lines.,А вот научится ли наш герой готовить вы узнаете в полной версии игры. Но вы можете попробовать другие сюжетные ветки,"Y sobre si nuestro héroe aprenderá a cocinar, lo descubrirás en la versión completa del juego. Pero puedes probar otras ramas de la historia",,,,,,,,,,
18_Breakfast_cardLeft,,Prepare breakfast on your own,Приготовить самому на скорую руку,Preparar algo rápido por tu cuenta,,,,,,,,,,
18_Breakfast_cardLeft_REV,,"It turned out that you're not much of a cook, and everyone has indigestion","Оказалось, что кулинар вы так себе и у всех случилось несварение ","Resultó que no eres el mejor cocinero, y todos terminaron con indigestión
",,,,,,,,,,
18_Breakfast_cardRight,,Wait for one of the warriors to cook breakfast,Подождать пока один из воинов приготовит завтрак,Esperar a que uno de los guerreros prepare el desayuno.,,,,,,,,,,
18_Breakfast_cardRight_REV,,The breakfast was very tasty and gave you strength,Завтрак был очень вкусным и придал вам сил ,El desayuno fue delicioso y te llenó de fuerza,,,,,,,,,,
18_Breakfast_OldMan_bunner,,"The night was uneventful, you slept well, it remains to have breakfast and you can move on","Ночь прошла без приключений, вы отлично выспались, осталось позавтракать и можно отправляться дальше","La noche transcurrió sin incidentes, descansaste bien. Solo queda desayunar y seguir adelante",,,,,,,,,,
18_Morning_OldMan_win_1,,But you will find out how the horses underwent the processing in the full version of the game! But you can try other story lines,А вот как перенесли кони переработку вы узнаете в полной версии игры! Но вы можете попробовать другие сюжетные ветки,"Y sobre cómo soportaron los caballos el exceso de trabajo, lo descubrirás en la versión completa del juego. Pero puedes probar otras ramas de la historia",,,,,,,,,,
18_Morning_OldMan_bunner,,"At dawn, two paths open further, to the left - through swamps and marshes, to the right - a small village","С рассветом открываются два пути далее, налево - через топи и болота, направо - небольшой поселок","Con el amanecer, se abren dos caminos:
a la izquierda, a través de ciénagas y pantanos;
a la derecha, hacia una pequeña aldea",,,,,,,,,,
18_Morning_OldMan_cardLeft,,Through the marshes,Через топи,Atravesar las ciénagas,,,,,,,,,,
18_Morning_OldMan_cardLeft_REV,,Through the marshes,Через топи,Atravesar las ciénagas,,,,,,,,,,
18_Morning_OldMan_cardRight,,Through the village,Через поселок,Pasar por la aldea,,,,,,,,,,
18_Morning_OldMan_cardRight_REV,,Through the village,Через поселок,Pasar por la aldea,,,,,,,,,,
18_Breakfast_OldMan_win_2,,You will find out which way our heroes will go next from the full version of the game    But you can try other story lines,Каким путем пойдут дальше наши герои вы узнаете из полной версии игры.     Но вы можете попробовать другие сюжетные ветки,"Qué camino tomarán nuestros héroes, lo descubrirás en la versión completa del juego. Pero puedes probar otras ramas de la historia",,,,,,,,,,
18_Breakfast_OldMan_cardLeft,,Prepare breakfast on your own,Приготовить самому на скорую руку,Preparar algo rápido por tu cuenta,,,,,,,,,,
18_Breakfast_OldMan_cardLeft_REV,,"It turned out that you're not much of a cook, and everyone has indigestion","Оказалось, что кулинар вы так себе и у всех случилось несварение ","Resultó que no eres el mejor cocinero, y todos terminaron con indigestión",,,,,,,,,,
18_Breakfast_OldMan_cardRight,,Let the old man cook breakfast,Позволить приготовить завтрак старику,Dejar que el anciano prepare el desayuno,,,,,,,,,,
18_Breakfast_OldMan_cardRight_REV,,The breakfast was very tasty and gave you strength and energy,Завтрак был очень вкусным и придал вам сил и энергии,El desayuno fue delicioso y te llenó de fuerza,,,,,,,,,,
18_Lesavki_bunner,,In the clearing you see a female figure in a dress,На поляне вы видите женскую фигуру в платье,"En el claro, ves una figura femenina con un vestido",,,,,,,,,,
18_Lesavki_win_1,,"It was really painful, but you will learn about the further adventures of our hero in the full version. But you can try other story lines","Это было и в правду больно, а про дальнейшие приключения нашего героя вы узнаете в полной версии. Но вы можете попробовать другие сюжетные ветки","De verdad dolió, pero sobre las próximas aventuras de nuestro héroe, lo descubrirás en la versión completa del juego. Aunque puedes probar otras ramas de la historia",,,,,,,,,,
18_Lesavki_win_2,,"Well, whether the hero had the guts to go after her or he just returned to the camp, you will find out in the full version of the game. But you can try other story lines","Ну а хватило ли духа у героя пойти за ней или он просто вернулся в лагерь, вы узнаете в полной версии игры. Но вы можете попробовать другие сюжетные ветки","Si el héroe tuvo el valor de seguirla o simplemente regresó al campamento, lo descubrirás en la versión completa del juego. Pero puedes probar otras ramas de la historia",,,,,,,,,,
18_Lesavki_cardLeft,,Get closer to the girl,Подойти поближе к девушке,Acercarse a la joven,,,,,,,,,,
18_Lesavki_cardLeft_REV,,"The girl crumbled into several small balls and they attacked you, they turned out to be forest spirits","Девушка рассыпалась на несколько маленьких колобочков, и они напали на вас, это оказались лесные духи","La joven se desmoronó en varios pequeños koloboks, que de inmediato te atacaron. Eran espíritus del bosque",,,,,,,,,,
18_Lesavki_cardRight,,Watching her from afar,Наблюдать издалека,Observar desde la distancia,,,,,,,,,,
18_Lesavki_cardRight_REV,,"You still did not dare to approach, the girl disappeared into the forest","Вы так и не решились подойти, девушка скрылась в лесу","No te atreviste a acercarte, y la joven desapareció en el bosque",,,,,,,,,,
19_bolota_bunner,,,"Перед вами простираются топи, укутанные туманом. Воздух тяжёлый, сырой. Вдалеке слышится тихий всплеск. Болото ждёт",,,,,,,,,,,
19_bolota_cardLeft,,,"Идти по заросшей мхом извилистой и скользкой, каменной тропе",,,,,,,,,,,
19_bolota_cardLeft_REV,,,"Шаги гулко отдаются в тишине, словно болото слушает тебя. Вскоре перед тобой открывается новая преграда…",,,,,,,,,,,
19_bolota_cardRight,,,Идти напрямик через грязную воду,,,,,,,,,,,
19_bolota_cardRight_REV,,,"Вы заходите в ледяную жижу. Ил тянет ноги всё глубже, а впереди сгущается туман. Коней пришлось отпустить",,,,,,,,,,,
19_bolot_DirtyWater_bunner,,,"Туман становится плотнее, скрывая горизонт. Болото тянет ноги вниз, будто не хочет отпускать. Вода колышется, но ветра нет",,,,,,,,,,,
19_bolot_DirtyWater_cardLeft,,,"Продолжать идти вперёд, несмотря на туман",,,,,,,,,,,
19_bolot_DirtyWater_cardLeft_REV,,,"Вы замечаете, как оказываетесь в другом месте. Позади вас больше нет следов. Болото выводит вас на тёмную поляну",,,,,,,,,,,
19_bolot_DirtyWater_cardRight,,,Остановиться и попытаться прислушаться,,,,,,,,,,,
19_bolot_DirtyWater_cardRight_REV,,,"Позади слышится хлюпающий шаг. Кто-то наступает в воду совсем рядом, но, обернувшись, ты никого не видишь...",,,,,,,,,,,
19_bolot_bridge_bunner,,,"Впереди разрушенный деревянный мост, перекинутый через затопленный овраг. Доски скрипят, тросы натянуты, но дряхлые",,,,,,,,,,,
19_bolot_bridge_cardLeft,,,Осторожно пройти по мосту,,,,,,,,,,,
19_bolot_bridge_cardLeft_REV,,,"Верёвки обрываются, мост резко кренится набок",,,,,,,,,,,
19_bolot_bridge_cardRight,,,Быстро пробежать по мосту,,,,,,,,,,,
19_bolot_bridge_cardRight_REV,,,"Мост рушится, но вы прыгаете вперёд и падаете на край оврага, едва успевая зацепиться",,,,,,,,,,,
19_bolot_fall_bridge_bunner,,,"Вы хватаетесь за гнилые перила, пока спутники в панике отступают назад. Нужно что-то делать - срочно",,,,,,,,,,,
19_bolot_fall_bridge_cardLeft,,,Попытаться осторожно перебраться дальше,,,,,,,,,,,
19_bolot_fall_bridge_cardLeft_REV,,,"Когда вы делаете последний шаг, тросы не выдерживают, и вся конструкция исчезает в воде. Возвращаться назад уже нельзя",,,,,,,,,,,
19_bolot_fall_bridge_cardRight,,,"Прыгнуть в воду, пока ещё не поздно",,,,,,,,,,,
19_bolot_fall_bridge_cardRight_REV,,,"Вы выбираетесь, но теряете часть снаряжения. Вода уносит мешочек с чем-то важным. Когда вы выходите на берег, ощущаете, что потеряли больше, чем думали",,,,,,,,,,,
19_bolot_ChickenHouse_bunner,,,В центре покачивается избушка на курьих ногах - она будто вас разглядывает. Молодой воин в страхе сжимает рукоять меча,,,,,,,,,,,
19_bolot_ChickenHouse_cardLeft,,,Осторожно подойти ближе,,,,,,,,,,,
19_bolot_ChickenHouse_cardLeft_REV,,,"Дверь сама открывается перед тобой. Внутри темно, но оттуда веет запахом трав, золы и чего-то старого",,,,,,,,,,,
19_bolot_ChickenHouse_cardRight,,,Разрешить молодому воину достать меч,,,,,,,,,,,
19_bolot_ChickenHouse_cardRight_REV,,,"Из избушки раздаётся смех. Юнец бросается вперёд, дверь распахивается - что-то утягивает его внутрь, и становится тихо",,,,,,,,,,,
19_ChickenHouseEnter_bunner,,,"У стены мерцает слабый огонь, отбрасывая тени на стол. На нём что-то разложено - странные узоры, кости, спутанные нити. Молодой воин еще сильнее сжимает меч",,,,,,,,,,,
19_ChickenHouseEnter_cardLeft,,,Войти внутрь первым,,,,,,,,,,,
19_ChickenHouseEnter_cardLeft_REV,,,"Как только вы заходите, дверь моментально захлопывается, разделяя вас со стражником",,,,,,,,,,,
19_ChickenHouseEnter_cardRight,,,Позволить молодому воину войти первым,,,,,,,,,,,
19_ChickenHouseEnter_cardRight_REV,,,"Голос из темноты: ""О, молодое мясо…"" Юнец, вскрикнув, роняет меч. В страхе он бросается прочь, растворяясь в темноте",,,,,,,,,,,
test_bunner,,,Вот тут какая - то ситуация,,,,,,,,,,,
test_cardLeft,,,Левая,,,,,,,,,,,
test_cardLeft_REV,,,Левый реверс если да,,,,,,,,,,,
test_REV_NO,,,Левый реверс если нет,,,,,,,,,,,
test_cardRight,,,Правая,,,,,,,,,,,
test_cardRight_REV,,,Правый реверс,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Credits,,Credits,Авторы,Autores,,,,,,,,,,
Art,,Ekaterina Yakovleva - 2D Art,Екатерина Яковлева -  2D Арт,Ekaterina Yakovleva - 2D Art,,,,,,,,,,
Design,,Valentine Timinsky - Game design \ Scenario,Валентин Тиминский - Геймдизайн \ Сценарий,Valentine Timinsky - Game design \ Scenario,,,,,,,,,,
Development,,Martin Shlembert - Development,Мартин Шлемберт - Разработка,Martin Shlembert - Development,,,,,,,,,,
Soundtrack,,Soundtrack in game,Музыка в игре,Soundtrack in game,,,,,,,,,,
Track0,,Track: Returning Home,Track: Returning Home,Track: Returning Home,,,,,,,,,,
Track1,,Track: Rosa Rosae,Track: Rosa Rosae,Track: Rosa Rosae,,,,,,,,,,
MusicBy,,Music by https://www.fiftysounds.com,Music by https://www.fiftysounds.com,Music by https://www.fiftysounds.com,,,,,,,,,,
,,,,,,,,,,,,,,
TestingText,,"Вы берёте платок с прилавка, маскируетесь под старушку и узнаёте, что принцессу похитил дракон, а спасти её должны вы",,,,,,,,,,,,
,,,,,,,,,,,,,,
,,en,ru,es,zh-CN,be,fr,de,it,ja,ko,,tr,uk
